[9],Compound::DB00143,-0.1855190545320511
[11],Compound::DB00502,-0.19982466101646423
[13],Compound::DB06774,-0.2012828290462494
[16],Compound::DB04216,-0.20350724458694458
[17],Compound::DB00783,-0.2035258710384369
[18],Compound::DB09341,-0.20749205350875854
[20],Compound::DB00822,-0.21294096112251282
[21],Compound::DB00640,-0.22600767016410828
[23],Compound::DB01105,-0.23136001825332642
[29],Compound::DB00715,-0.26189476251602173
[31],Compound::DB00907,-0.2680314779281616
[39],Compound::DB01229,-0.28694769740104675
[41],Compound::DB04540,-0.2887122929096222
[43],Compound::DB01016,-0.29204732179641724
[44],Compound::DB02010,-0.2982581555843353
[46],Compound::DB14681,-0.29944315552711487
[48],Compound::DB00321,-0.30107274651527405
